Device Name,Device ID,Positioning Type,Speed,Alert Starting Time,Alert Ending Time,Alert Duration,Alert Type,Coordinates,SUMMARY,Source_File,Speed_kmh,Duration_seconds,Hour,DayOfWeek,Longitude,Latitude
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 2:24,5/5/2026 2:25,57 s,High-Speed Warning,37.122952/-1.277046,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,57,2,Tuesday,37.122952,-1.277046
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 10:19,5/6/2026 10:20,58 s,High-Speed Warning,37.523996/-0.477135,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,58,10,Wednesday,37.523996,-0.477135
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/10/2026 16:26,5/10/2026 16:27,58 s,High-Speed Warning,37.072875/-1.496583,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,58,16,Sunday,37.072875,-1.496583
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/4/2026 8:20,5/4/2026 8:21,58 s,High-Speed Warning,36.889428/-1.30686,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,58,8,Monday,36.889428,-1.30686
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 11:10,5/8/2026 11:11,59 s,High-Speed Warning,36.060492/-1.104484,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,59,11,Friday,36.060492,-1.104484
KDP 967Z - Probox,2.91072E+11,GPS,92 km/h,5/9/2026 2:38,5/9/2026 2:44,6 min 15 s,High-Speed Warning,37.072134/-1.017244,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,92,375,2,Saturday,37.072134,-1.017244
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,67 km/h,5/9/2026 8:08,5/9/2026 8:09,6 s,Seatbelt Detection,35.899533/-0.230989,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,67,6,8,Saturday,35.899533,-0.230989
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,28 km/h,5/4/2026 17:42,5/4/2026 17:42,6 s,Seatbelt Detection,36.601921/-1.070914,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,28,6,17,Monday,36.601921,-1.070914
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,48 km/h,5/4/2026 17:39,5/4/2026 17:39,6 s,Seatbelt Detection,36.604433/-1.061081,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,48,6,17,Monday,36.604433,-1.061081
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,54 km/h,5/4/2026 17:36,5/4/2026 17:36,6 s,Seatbelt Detection,36.602808/-1.043217,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,54,6,17,Monday,36.602808,-1.043217
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,40 km/h,5/4/2026 16:15,5/4/2026 16:15,6 s,Seatbelt Detection,36.058856/-1.105334,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,40,6,16,Monday,36.058856,-1.105334
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,62 km/h,5/4/2026 13:47,5/4/2026 13:47,6 s,Seatbelt Detection,35.543709/-0.984872,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,62,6,13,Monday,35.543709,-0.984872
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,65 km/h,5/4/2026 12:40,5/4/2026 12:40,6 s,Seatbelt Detection,35.414551/-0.926319,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,65,6,12,Monday,35.414551,-0.926319
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,65 km/h,5/4/2026 11:43,5/4/2026 11:43,6 s,Seatbelt Detection,35.382262/-0.846404,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,65,6,11,Monday,35.382262,-0.846404
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,54 km/h,5/4/2026 11:23,5/4/2026 11:23,6 s,Seatbelt Detection,35.29933/-0.785736,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,54,6,11,Monday,35.29933,-0.785736
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,71 km/h,5/4/2026 9:16,5/4/2026 9:16,6 s,Seatbelt Detection,35.026265/-0.739364,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,71,6,9,Monday,35.026265,-0.739364
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,52 km/h,5/4/2026 8:44,5/4/2026 8:45,6 s,Seatbelt Detection,34.847083/-0.732285,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,52,6,8,Monday,34.847083,-0.732285
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,38 km/h,5/4/2026 7:39,5/4/2026 7:39,6 s,Seatbelt Detection,34.547016/-0.598622,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,38,6,7,Monday,34.547016,-0.598622
KCV 947X - Probox,2.91073E+11,GPS,43 km/h,5/4/2026 16:20,5/4/2026 16:20,6 s,Seatbelt Detection,36.677292/-1.230506,Invalid,KCV 947X - 04.05.2026-10.05.2026.xlsx,43,6,16,Monday,36.677292,-1.230506
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/7/2026 23:08,5/7/2026 23:08,6 s,High-Speed Warning,34.366772/-0.076474,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,6,23,Thursday,34.366772,-0.076474
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/7/2026 22:31,5/7/2026 22:31,6 s,High-Speed Warning,34.645921/-0.095914,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,6,22,Thursday,34.645921,-0.095914
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/7/2026 22:30,5/7/2026 22:30,6 s,High-Speed Warning,34.653128/-0.083974,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,6,22,Thursday,34.653128,-0.083974
KCZ 474B - Toyota Probox,2.91072E+11,GPS,58 km/h,5/7/2026 22:14,5/7/2026 22:14,6 s,Seatbelt Detection,34.721527/-0.076506,Invalid,KCZ 474B - 04.05.2026-10.05.2026.xlsx,58,6,22,Thursday,34.721527,-0.076506
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/7/2026 15:39,5/7/2026 15:39,6 s,High-Speed Warning,34.775619/-0.070085,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,6,15,Thursday,34.775619,-0.070085
KCZ 474B - Toyota Probox,2.91072E+11,GPS,91 km/h,5/7/2026 15:35,5/7/2026 15:35,6 s,High-Speed Warning,34.756891/-0.037914,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,91,6,15,Thursday,34.756891,-0.037914
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/7/2026 12:10,5/7/2026 12:10,6 s,High-Speed Warning,34.718628/0.071326,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,6,12,Thursday,34.718628,0.071326
KCZ 474B - Toyota Probox,2.91072E+11,GPS,41 km/h,5/6/2026 14:15,5/6/2026 14:15,6 s,Seatbelt Detection,34.793831/-0.127738,Invalid,KCZ 474B - 04.05.2026-10.05.2026.xlsx,41,6,14,Wednesday,34.793831,-0.127738
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/4/2026 16:07,5/4/2026 16:07,6 s,High-Speed Warning,34.440847/-0.068506,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,6,16,Monday,34.440847,-0.068506
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,46 km/h,5/9/2026 1:59,5/9/2026 1:59,6 s,Fatigue Warning,34.775438/-0.683243,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,46,6,1,Saturday,34.775438,-0.683243
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,41 km/h,5/9/2026 1:45,5/9/2026 1:45,6 s,Fatigue Warning,34.711176/-0.678349,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,41,6,1,Saturday,34.711176,-0.678349
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,69 km/h,5/5/2026 22:20,5/5/2026 22:20,6 s,Fatigue Warning,34.596297/-0.804099,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,69,6,22,Tuesday,34.596297,-0.804099
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/9/2026 17:32,5/9/2026 17:32,6 s,High-Speed Warning,37.061915/-1.041523,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,6,17,Saturday,37.061915,-1.041523
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/6/2026 17:59,5/6/2026 17:59,6 s,High-Speed Warning,37.097199/-0.970484,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,6,17,Wednesday,37.097199,-0.970484
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 13:56,5/8/2026 13:56,6 s,High-Speed Warning,36.76647/-1.261673,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,6,13,Friday,36.76647,-1.261673
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 12:28,5/8/2026 12:28,6 s,High-Speed Warning,36.591009/-0.986925,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,6,12,Friday,36.591009,-0.986925
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/8/2026 9:29,5/8/2026 9:29,6 s,High-Speed Warning,35.752281/-1.064816,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,6,9,Friday,35.752281,-1.064816
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 9:15,5/8/2026 9:15,6 s,High-Speed Warning,35.641167/-1.010094,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,6,9,Friday,35.641167,-1.010094
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/7/2026 16:54,5/7/2026 16:55,6 s,High-Speed Warning,35.413186/-0.797427,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,6,16,Thursday,35.413186,-0.797427
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/7/2026 15:25,5/7/2026 15:25,6 s,High-Speed Warning,35.341642/-0.721145,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,6,15,Thursday,35.341642,-0.721145
KDS 789W - Fuso,2.91072E+11,GPS,73 km/h,5/7/2026 15:12,5/7/2026 15:12,6 s,High-Speed Warning,35.290979/-0.651924,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,73,6,15,Thursday,35.290979,-0.651924
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/7/2026 11:21,5/7/2026 11:21,6 s,High-Speed Warning,35.221323/-0.166517,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,6,11,Thursday,35.221323,-0.166517
KDS 789W - Fuso,2.91072E+11,GPS,72 km/h,5/6/2026 10:35,5/6/2026 10:35,6 s,High-Speed Warning,34.775679/-0.068083,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,72,6,10,Wednesday,34.775679,-0.068083
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/5/2026 17:54,5/5/2026 17:54,6 s,High-Speed Warning,34.906572/-0.171188,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,6,17,Tuesday,34.906572,-0.171188
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/10/2026 18:01,5/10/2026 18:01,6 s,High-Speed Warning,37.341828/-1.28374,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,6,18,Sunday,37.341828,-1.28374
KDV 176A - Probox,2.91079E+11,GPS,80 km/h,5/10/2026 18:01,5/10/2026 18:01,6 s,High-Speed Warning,37.341871/-1.285902,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,80,6,18,Sunday,37.341871,-1.285902
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/10/2026 18:00,5/10/2026 18:00,6 s,High-Speed Warning,37.341915/-1.288224,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,6,18,Sunday,37.341915,-1.288224
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 14:46,5/10/2026 14:46,6 s,Seatbelt Detection,36.907781/-1.35845,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,6,14,Sunday,36.907781,-1.35845
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/8/2026 13:35,5/8/2026 13:35,6 s,High-Speed Warning,37.37379/-1.505713,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,6,13,Friday,37.37379,-1.505713
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/8/2026 13:27,5/8/2026 13:27,6 s,High-Speed Warning,37.302246/-1.537545,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,6,13,Friday,37.302246,-1.537545
KDV 176A - Probox,2.91079E+11,GPS,83 km/h,5/8/2026 12:33,5/8/2026 12:34,6 s,Seatbelt Detection,37.09175/-1.506139,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,83,6,12,Friday,37.09175,-1.506139
KDV 176A - Probox,2.91079E+11,GPS,72 km/h,5/8/2026 12:24,5/8/2026 12:24,6 s,Seatbelt Detection,36.996371/-1.446112,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,72,6,12,Friday,36.996371,-1.446112
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/8/2026 12:02,5/8/2026 12:02,6 s,High-Speed Warning,36.898157/-1.340134,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,6,12,Friday,36.898157,-1.340134
KDV 176A - Probox,2.91079E+11,GPS,57 km/h,5/7/2026 21:50,5/7/2026 21:50,6 s,Seatbelt Detection,36.935875/-1.388706,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,57,6,21,Thursday,36.935875,-1.388706
KDV 176A - Probox,2.91079E+11,GPS,42 km/h,5/7/2026 21:43,5/7/2026 21:43,6 s,Seatbelt Detection,36.964808/-1.432192,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,42,6,21,Thursday,36.964808,-1.432192
KDV 176A - Probox,2.91079E+11,GPS,36 km/h,5/7/2026 21:41,5/7/2026 21:41,6 s,Seatbelt Detection,36.968609/-1.441854,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,36,6,21,Thursday,36.968609,-1.441854
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 12:39,5/5/2026 12:40,6 s,High-Speed Warning,37.044609/-1.279223,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,6,12,Tuesday,37.044609,-1.279223
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 12:35,5/5/2026 12:35,6 s,High-Speed Warning,37.087751/-1.283709,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,6,12,Tuesday,37.087751,-1.283709
KDV 176A - Probox,2.91079E+11,GPS,40 km/h,5/5/2026 12:34,5/5/2026 12:34,6 s,Seatbelt Detection,37.091571/-1.284114,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,40,6,12,Tuesday,37.091571,-1.284114
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 12:14,5/5/2026 12:14,6 s,High-Speed Warning,37.28357/-1.279227,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,6,12,Tuesday,37.28357,-1.279227
KDV 176A - Probox,2.91079E+11,GPS,81 km/h,5/5/2026 4:08,5/5/2026 4:08,6 s,Seatbelt Detection,37.341947/-1.290757,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,81,6,4,Tuesday,37.341947,-1.290757
KDV 176A - Probox,2.91079E+11,GPS,64 km/h,5/5/2026 4:08,5/5/2026 4:08,6 s,Seatbelt Detection,37.340868/-1.294784,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,64,6,4,Tuesday,37.340868,-1.294784
KDV 176A - Probox,2.91079E+11,GPS,78 km/h,5/5/2026 4:07,5/5/2026 4:07,6 s,Seatbelt Detection,37.338641/-1.300128,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,78,6,4,Tuesday,37.338641,-1.300128
KDV 176A - Probox,2.91079E+11,GPS,47 km/h,5/5/2026 4:07,5/5/2026 4:07,6 s,Seatbelt Detection,37.336295/-1.302495,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,47,6,4,Tuesday,37.336295,-1.302495
KDV 176A - Probox,2.91079E+11,GPS,48 km/h,5/5/2026 3:49,5/5/2026 3:49,6 s,Seatbelt Detection,37.345115/-1.36108,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,48,6,3,Tuesday,37.345115,-1.36108
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/5/2026 2:04,5/5/2026 2:04,6 s,Seatbelt Detection,36.95625/-1.285169,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,6,2,Tuesday,36.95625,-1.285169
KDV 176A - Probox,2.91079E+11,GPS,60 km/h,5/5/2026 1:58,5/5/2026 1:58,6 s,Fatigue Warning,36.895081/-1.315832,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,60,6,1,Tuesday,36.895081,-1.315832
KDV 176A - Probox,2.91079E+11,GPS,62 km/h,5/4/2026 20:53,5/4/2026 20:53,6 s,Seatbelt Detection,36.883792/-1.284802,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,62,6,20,Monday,36.883792,-1.284802
KDV 176A - Probox,2.91079E+11,GPS,34 km/h,5/4/2026 20:43,5/4/2026 20:43,6 s,Seatbelt Detection,36.895729/-1.317172,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,34,6,20,Monday,36.895729,-1.317172
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/4/2026 10:34,5/4/2026 10:34,6 s,High-Speed Warning,36.884573/-1.287771,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,6,10,Monday,36.884573,-1.287771
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/4/2026 10:33,5/4/2026 10:33,6 s,High-Speed Warning,36.882899/-1.280452,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,6,10,Monday,36.882899,-1.280452
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/4/2026 8:19,5/4/2026 8:19,6 s,High-Speed Warning,36.894666/-1.315547,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,6,8,Monday,36.894666,-1.315547
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/4/2026 8:19,5/4/2026 8:19,6 s,No Driver detected,36.894274/-1.31487,Sun rays,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,6,8,Monday,36.894274,-1.31487
KDV 176A - Probox,2.91079E+11,GPS,89 km/h,5/4/2026 0:27,5/4/2026 0:27,6 s,Seatbelt Detection,36.902845/-1.347055,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,89,6,0,Monday,36.902845,-1.347055
KDV 834X - Isuzu D/Max,2.91072E+11,GPS,71 km/h,5/5/2026 16:44,5/5/2026 16:44,6 s,Seatbelt Detection,36.772021/-1.260071,Invalid,KDX 834X - 04.05.2026-10.05.2026.xlsx,71,6,16,Tuesday,36.772021,-1.260071
KDV 834X - Isuzu D/Max,2.91072E+11,GPS,75 km/h,5/5/2026 12:26,5/5/2026 12:26,6 s,Seatbelt Detection,36.857569/-0.129026,Invalid,KDX 834X - 04.05.2026-10.05.2026.xlsx,75,6,12,Tuesday,36.857569,-0.129026
KDD 804D - Probox,2.91072E+11,GPS,28 km/h,5/9/2026 13:26,5/9/2026 21:19,7 h 53 min 47 s,Seatbelt Detection,36.915584/-1.314584,Invalid,KDD 804D - 04.05.2026-10.05.2026.xlsx,28,3227,13,Saturday,36.915584,-1.314584
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/6/2026 11:33,5/6/2026 11:41,7 min 20 s,High-Speed Warning,36.882698/-1.328835,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,440,11,Wednesday,36.882698,-1.328835
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,54 km/h,5/10/2026 13:33,5/10/2026 13:33,7 s,Seatbelt Detection,34.926231/-0.444883,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,54,7,13,Sunday,34.926231,-0.444883
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,57 km/h,5/9/2026 8:12,5/9/2026 8:12,7 s,Seatbelt Detection,35.87173/-0.217224,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,57,7,8,Saturday,35.87173,-0.217224
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,33 km/h,5/8/2026 18:42,5/8/2026 18:42,7 s,Seatbelt Detection,36.313267/-0.498357,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,33,7,18,Friday,36.313267,-0.498357
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,71 km/h,5/4/2026 18:36,5/4/2026 18:36,7 s,Seatbelt Detection,36.807905/-1.332813,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,71,7,18,Monday,36.807905,-1.332813
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,59 km/h,5/4/2026 18:04,5/4/2026 18:04,7 s,Seatbelt Detection,36.640018/-1.161259,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,59,7,18,Monday,36.640018,-1.161259
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,32 km/h,5/4/2026 17:44,5/4/2026 17:44,7 s,Seatbelt Detection,36.603722/-1.08301,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,32,7,17,Monday,36.603722,-1.08301
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,66 km/h,5/4/2026 17:01,5/4/2026 17:02,7 s,Seatbelt Detection,36.432319/-1.031697,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,66,7,17,Monday,36.432319,-1.031697
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,68 km/h,5/4/2026 16:27,5/4/2026 16:27,7 s,Seatbelt Detection,36.137522/-1.097041,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,68,7,16,Monday,36.137522,-1.097041
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,68 km/h,5/4/2026 13:58,5/4/2026 13:58,7 s,Seatbelt Detection,35.642776/-1.011495,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,68,7,13,Monday,35.642776,-1.011495
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,39 km/h,5/4/2026 13:41,5/4/2026 13:41,7 s,Seatbelt Detection,35.495085/-0.972922,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,39,7,13,Monday,35.495085,-0.972922
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,56 km/h,5/4/2026 13:38,5/4/2026 13:38,7 s,Seatbelt Detection,35.475561/-0.965628,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,56,7,13,Monday,35.475561,-0.965628
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,66 km/h,5/4/2026 11:42,5/4/2026 11:42,7 s,Seatbelt Detection,35.37961/-0.843924,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,66,7,11,Monday,35.37961,-0.843924
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,48 km/h,5/4/2026 11:21,5/4/2026 11:21,7 s,Seatbelt Detection,35.28472/-0.77752,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,48,7,11,Monday,35.28472,-0.77752
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,72 km/h,5/4/2026 9:18,5/4/2026 9:18,7 s,Seatbelt Detection,35.039528/-0.720069,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,72,7,9,Monday,35.039528,-0.720069
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,52 km/h,5/4/2026 8:58,5/4/2026 8:58,7 s,Seatbelt Detection,34.918932/-0.76031,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,52,7,8,Monday,34.918932,-0.76031
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,56 km/h,5/4/2026 8:47,5/4/2026 8:48,7 s,Seatbelt Detection,34.851152/-0.736203,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,56,7,8,Monday,34.851152,-0.736203
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,41 km/h,5/4/2026 7:35,5/4/2026 7:35,7 s,Seatbelt Detection,34.519643/-0.604806,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,41,7,7,Monday,34.519643,-0.604806
KCV 947X - Probox,2.91073E+11,GPS,43 km/h,5/7/2026 16:24,5/7/2026 16:24,7 s,Seatbelt Detection,36.814417/-1.272422,Invalid,KCV 947X - 04.05.2026-10.05.2026.xlsx,43,7,16,Thursday,36.814417,-1.272422
KCV 947X - Probox,2.91073E+11,GPS,34 km/h,5/7/2026 13:33,5/7/2026 13:33,7 s,Seatbelt Detection,36.833779/-1.174613,Invalid,KCV 947X - 04.05.2026-10.05.2026.xlsx,34,7,13,Thursday,36.833779,-1.174613
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/8/2026 17:32,5/8/2026 17:33,7 s,High-Speed Warning,34.801852/0.120558,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,7,17,Friday,34.801852,0.120558
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/8/2026 3:12,5/8/2026 3:12,7 s,High-Speed Warning,34.446929/0.049942,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,7,3,Friday,34.446929,0.049942
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/8/2026 3:04,5/8/2026 3:04,7 s,High-Speed Warning,34.361055/0.043208,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,7,3,Friday,34.361055,0.043208
KCZ 474B - Toyota Probox,2.91072E+11,GPS,43 km/h,5/7/2026 21:44,5/7/2026 21:44,7 s,Seatbelt Detection,34.760468/-0.087844,Invalid,KCZ 474B - 04.05.2026-10.05.2026.xlsx,43,7,21,Thursday,34.760468,-0.087844
KCZ 474B - Toyota Probox,2.91072E+11,GPS,90 km/h,5/6/2026 2:01,5/6/2026 2:01,7 s,High-Speed Warning,34.65771/-0.07892,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,90,7,2,Wednesday,34.65771,-0.07892
KDD 804D - Probox,2.91072E+11,GPS,41 km/h,5/9/2026 22:47,5/9/2026 22:47,7 s,Seatbelt Detection,36.874634/-1.262196,Invalid,KDD 804D - 04.05.2026-10.05.2026.xlsx,41,7,22,Saturday,36.874634,-1.262196
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,68 km/h,5/5/2026 1:12,5/5/2026 1:12,7 s,Fatigue Warning,34.475956/-0.521295,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,68,7,1,Tuesday,34.475956,-0.521295
KDP 967Z - Probox,2.91072E+11,GPS,98 km/h,5/9/2026 17:38,5/9/2026 17:38,7 s,High-Speed Warning,37.096964/-0.971035,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,98,7,17,Saturday,37.096964,-0.971035
